,text,category
491,"(Reuters) - U.S. Republicans made progress on Tuesday in addressing the demands of some key senators in the party about their tax legislation, improving the outlook for the bill’s passage. President Donald Trump and Republican leaders in Congress want to pass a tax bill by the end of 2017. Republicans control the Senate by a 52-48 margin, leaving little room for defections in the face of Democratic opposition. Here is a list of Republicans whose votes are pivotal to the bill’s fate. Senator Bob Corker said on Tuesday he had the outlines of a deal satisfying his concerns that the tax cuts could add too much to the national debt. As a deficit hawk, Corker’s main concern about the plan has been red ink - the tax bill is expected to add $1.4 trillion to the national debt over 10 years. Republicans say that gap would be narrowed by additional economic growth. Under the deal that Corker said he had reached with Senate leaders, the bill would be modified to automatically raise tax revenues if growth targets were not reached. The Tennessee lawmaker, a Trump critic who is not running for re-election, voted to advance the tax plan on Tuesday in the Budget Committee. He also spoke to Trump at a Republican lunch. The two feuded recently, with Corker calling the White House an “adult day care center” after Trump attacked Corker repeatedly on Twitter. The moderate senator from Maine has said she has qualms about Senate leaders’ plan to include repeal of the Obamacare individual mandate in the tax bill. The mandate requires people to buy health insurance or face a penalty. But Trump appears to be making a clear bid for Collins’ vote. Republican Senator Lindsey Graham said on Tuesday that Trump backed a Collins proposal to set aside money to help health insurers cover the most expensive patients. Graham said that provision would probably go into an upcoming government funding bill, along with another measure Collins favors to continue Obamacare subsidy payments for low-income people for two years. Collins told reporters she would offer an amendment to the tax bill to include a deduction of up to $10,000 in property taxes. Collins was among three Republicans who voted in July to block a Republican attempt to dismantle Obamacare, Democratic former Democratic President Barack Obama’s signature healthcare law, formally known as the Affordable Care Act. The senator from Alaska wanted to open the Arctic National Wildlife Refuge, or ANWR, to oil and gas drilling. Provisions to do that were attached to the tax bill as it passed the Budget Committee. Murkowski told reporters on Tuesday she was “feeling better” about the tax bill. She voted against three attempts to dismantle Obamacare earlier this year. But a week ago, she wrote an opinion piece saying she supported repealing the Obamacare individual mandate. Murkowski also wrote that she supported legislation to continue Obamacare subsidy payments for low-income people. Senator Ron Johnson also voted to advance the tax bill in the Budget Committee on Tuesday, although he has been demanding more favorable treatment for “pass-through” businesses as a condition of support. The Wisconsin lawmaker surprised colleagues earlier this month by becoming the first Republican to announce opposition to the tax plan. That earned him a call from Trump. Johnson, formerly chief executive of a polyester and plastics manufacturer, says the legislation unfairly helps corporations over small enterprises organized as non-corporate “pass-throughs.” Those include partnerships and sole proprietorships and account for most U.S. business.   The senator from Montana said in a statement on Monday he opposed the current version of the tax bill because it helped corporations more than other kinds of businesses. “I want to see changes to the tax cut bill that ensure Main Street businesses are not put at a competitive disadvantage against large corporations,” he said. “Before I can support this bill, this improvement needs to be made.” The Arizona maverick and former presidential nominee said on Monday he was still undecided and concerned about “a lot of things” in the tax plan, according to the Wall Street Journal. The war hero infuriated Trump when he joined Collins and Murkowski in voting against the Senate bill last summer to repeal Obamacare. McCain, who is still working after a diagnosis of brain cancer, has said he has almost no working relationship with  Trump. The senator from Arizona, a vocal Trump critic who is not seeking re-election in 2018, has issued a statement saying he was worried about the tax bill’s impact on the national debt. Trump has tweeted that he expects Flake to be a “no” on the tax bill “because his political career anyway is ‘toast.’” Like Corker, Oklahoma conservative Lankford questions whether tax revenues from economic growth will compensate for the expected increase in the national debt under the tax plan.  He has been working with Corker to “trigger” more revenues if needed. “We’re still trying to lock in exactly how we would do it,” he told reporters on Tuesday. The Kansas lawmaker is also wary of the impact on the national debt, pointing to his own state’s recent experience of fiscal problems following tax cuts. A spokesman for Moran said the senator was “determined to pass tax reform” and was working with colleagues to do so. ",politicsNews
492,"WASHINGTON (Reuters) - President Donald Trump is set to visit Utah on Monday and is expected to announce his decision on whether to reduce the size of two national monuments where drilling and mining are banned, an administration official said on Tuesday. Trump is expected shrink the Bears Ears National Monument, set aside by former Democratic President Barack Obama, and the Grand Staircase-Escalante National Monument, preserved by former Democratic President Bill Clinton. The trip was first reported by the Salt Lake Tribune. Trump has pushed to roll back regulations that prevent development. To that end, he had ordered a review of the size of 27 monuments: land with cultural, historical or scientific importance preserved from development by past presidents under the Antiquities Act. Last month, White House spokeswoman Sarah Sanders said Trump would travel to Utah in early December, and U.S. Senator Orrin Hatch, a Utah Republican, said Trump would reduce the size of the monuments. Environmental groups and Native American tribal organizations plan to protest Trump’s planned visit on Saturday at Utah’s state capitol at what they call “The Rally Against Trump’s Monumental Mistake.” The announcement is expected to touch off a legal battle with environmental groups and Native American tribes. The Navajo Nation and the four other tribes that created and co-manage the Bears Ears monument plan to file a lawsuit the next day. “We will be fighting back immediately. All five tribes will be standing together united to defend Bears Ears,” said Natalie Landreth, an attorney for the Native American Rights Fund. The Southern Utah Wilderness Alliance and other conservation groups also plan litigation against the Trump administration to challenge changes to both Bears Ears and Grand Staircase, said Steve Bloch, director of SUWA. Bloch said conservation groups are concerned that Trump’s announcement will include an order to offer areas in the monuments for public lease sales for coal mining or oil and gas drilling. Industry groups like the oil lobbying organization the American Petroleum Institute have said in the past that both Bears Ears and Grand Staircase-Escalante were unfairly designated as monuments and needed to be reviewed. Some Utah county officials welcome a reduction in the size of the monuments, which they say has restricted road access to protected areas. In Kane County, where 60 percent of land is located within Grand Staircase, commissioner Dirk Clayson plans to attend Trump’s event if he is invited. “We are grateful that somebody is listening to our local voice,” he said. ",politicsNews
493,"WASHINGTON (Reuters) - The U.S. Department of Homeland Security’s top internal watchdog told Reuters on Tuesday he will retire, after he complained about a delay in the release of a report critical of the department’s handling of President Donald Trump’s travel ban. Homeland Security Inspector General John Roth, nominated by former Democratic President Barack Obama in late 2013, said in an interview on Tuesday that his last day will be Thursday. He announced his plans to his staff early last week. Roth said his decision to step down was unrelated to concerns he raised in a seven-page, Nov. 20 letter to members of Congress that revealed for the first time the findings from his office’s inquiry into how U.S. Customs and Border Protection implemented Trump’s initial travel ban in January. In the letter, Roth said he was “troubled” that senior Department of Homeland Security (DHS) leaders had taken more than six weeks to decide which parts of the report should be made public, and had given it to the Justice Department to decide whether to redact some sections on internal deliberations. The 87-page report has yet to be released. In a statement, a DHS spokesman said its employees “conducted themselves professionally, and in a legal manner” in implementing the travel ban. Roth said that after he leaves, the inspector general office’s deputy, John V. Kelly, will take over temporarily until the president nominates a permanent replacement.  “It was a good run,” Roth said, noting that he has worked in the government since the Reagan era. “It is now time to do other things. This has been coming for awhile.” Trump’s travel ban of January 2017, restricting U.S. entry by people from certain Muslim majority countries, has been the target of multiple legal challenges. Its initial implementation led to chaos at airports across the United States. The January ban was blocked by federal courts. Trump later issued two revised versions in March and September. The U.S. Supreme Court is now weighing whether to let the latest version go into full effect after it was partially blocked by lower courts. In his letter to Congress, Roth said his office did not substantiate any claims of misconduct by customs agents, but that there was little warning before the ban took effect and the department violated court orders in two different instances. Roth told Reuters he had not heard any updates since he wrote to Congress. “I still remain very concerned,” he said, adding other inspectors general have told him they too were “surprised” by DHS’ handling of the matter. Presidentially appointed inspectors general serve at the pleasure of the president, although they typically do not step down with a change in administration. Roth has worked in government since 1987, including as a prosecutor in the Justice Department and more recently as head of the Food and Drug Administration’s Office of Criminal Investigations. ",politicsNews
494,"WASHINGTON (Reuters) - Republican U.S. Senator Susan Collins, who has demanded changes to a Republican tax bill, said she had “good discussions” with the White House and colleagues on the legislation and that “productive negotiations” continue. “Many of these discussions have focused on my proposals to help middle-income families, including allowing a deduction for property taxes and helping to lower insurance premiums on the individual market to offset any increases that might result from repealing the individual mandate,” Collins said in a statement. Republican Senator Bob Corker, who has expressed concerns about the bill’s effect on the deficit, said details about a provision of the legislation known as a “trigger,” which would raise taxes if expected economic growth does not materialize, will be unveiled on Thursday.  ",politicsNews
495,"The following statements were posted to the verified Twitter accounts of U.S. President Donald Trump, @realDonaldTrump and @POTUS.  The opinions expressed are his own. Reuters has not edited the statements or confirmed their accuracy.  @realDonaldTrump : - At least 24 players kneeling this weekend at NFL stadiums that are now having a very hard time filling up. The American public is fed up with the disrespect the NFL is paying to our Country, our Flag and our National Anthem. Weak and out of control! [0745 EST] - Melania, our great and very hard working First Lady, who truly loves what she is doing, always thought that “if you run, you will win.” She would tell everyone that, “no doubt, he will win.” I also felt I would win (or I would not have run) - and Country is doing great! [0800 EST] - Meeting with “Chuck and Nancy” today about keeping government open and working. Problem is they want illegal immigrants flooding into our Country unchecked, are weak on Crime and want to substantially RAISE Taxes. I don’t see a deal! [0917 EST] - ""Statement from President Donald J. Trump on #GivingTuesday"" [bit.ly/2iddEmr] [1127 EST] -- Source link: (bit.ly/2jBh4LU) (bit.ly/2jpEXYR) ",politicsNews
496,"WASHINGTON (Reuters) - Leandra English, who is in a legal battle with the Trump administration over who is acting director of the Consumer Financial Protection Bureau, will spent Tuesday working in the office, she said in a statement. “I plan on spending the day at CFPB headquarters taking calls and meetings with external stakeholders and bureau staff,” she said in a statement. ",politicsNews
497,"WASHINGTON (Reuters) - U.S. Senator Elizabeth Warren said on Tuesday she has “no doubt” the legal fight over who is the proper leader of the U.S. Consumer Financial Protection Bureau will continue to a U.S. appeals court after a district court judge renders a verdict. “It’s too important to everyone to let it rest at the district court. The parties are entitled to take an appeal to the Court of Appeals, and I have no doubt they will,” Warren, who helped establish the CFPB, said in a brief interview with Reuters. Leandra English, the agency’s deputy director, is suing the Trump administration over who is the proper acting director. She is seeking a temporary restraining order barring the Trump administration from filling that job, and the case is pending before a U.S. district court in Washington. ",politicsNews
498,"WASHINGTON (Reuters) - The top two Republicans in the U.S. Congress said if leading Democrats want to reach an agreement with Republicans on a must-pass government funding bill, they need to attend a planned meet with President Donald Trump later on Tuesday. “We have important work to do, and Democratic leaders have continually found new excuses not to meet with the administration to discuss these issues,” House of Representatives Speaker Paul Ryan and Senate Majority Leader Mitch McConnell said in a joint statement. The statement came after Senate Democratic leader Chuck Schumer and House Democratic leader Nancy Pelosi said they would not attend a planned meeting with Trump at the White House after the president said he did not think he could reach a deal with them. ",politicsNews
499,"(Reuters) - The U.S. Congress is careening toward major deadlines on a Republican tax bill, the budget and other policies. Here is the outlook for what promises to be a sprint to the end of 2017. TUESDAY, NOV 28: The Senate Budget Committee voted on Tuesday to send Republican tax-cut legislation to the Senate floor for a vote, possibly as soon as Thursday, with 51 votes needed for passage.  THURSDAY, NOV. 30, or FRIDAY, DEC. 1: Possible final Senate vote on tax bill, although delay was possible. Ahead of a floor vote, several Republican senators were making demands for possible changes to the legislation. If the Senate approves the bill, a conference would begin to reconcile differences between the Senate and House of Representatives tax measures. A compromise bill would need to be approved before going to President Donald Trump for enactment. FRIDAY, DEC. 8: Expiration date for funding needed to keep the U.S. government open. Congress has three choices: approve a massive bill for more than $1 trillion to keep the government operating through Sept. 30, 2018; pass a shorter extension of current funding to buy more time; or fail to pass anything and risk a partial government shutdown, stalling the tax effort. U.S. Treasury hits its limit on borrowing, but takes steps to postpone any need for action by Congress, eliminating any need for a debt limit increase in an end-of-year catch-all bill. TUESDAY, DEC. 12: Special U.S. Senate election in Alabama pits Republican Roy Moore, a conservative firebrand accused of sexual misconduct involving teenage girls, against Democrat Doug Jones. The election could mean trouble for the tax overhaul effort. Moore, a critic of Senate Republican leader Mitch McConnell, could cause turmoil if elected. A win by Jones would shrink even more Republicans’ narrow margin of Senate control. THURSDAY, DEC. 14: House’s last scheduled session of 2017.  FRIDAY, DEC. 15: Senate’s last scheduled session of 2017. FRIDAY, DEC. 22: The last weekday before Christmas and a potential deadline for sending tax legislation to Trump. DISASTER AID: On Nov. 17, the White House asked Congress to approve $44 billion in more aid for disaster-hit Puerto Rico, the Virgin Islands, Texas, Florida and other states. If approved, as expected, aid would total nearly $96 billion. Additional requests are expected. DREAMERS: Trump has threatened to end an Obama-era program that helped “Dreamers,” people brought illegally into the United States when they were children. Trump gave Congress until early March to come up with a replacement program, but Democrats and some Republicans want to do this in December. CHIP: The Children’s Health Insurance Program, which helps millions of lower-income pregnant women and children, is running out of money. Congress has struggled to approve a five-year renewal for the program that normally enjoys bipartisan support.     ",politicsNews
15000,"GUATEMALA CITY (Reuters) - The Guatemalan unit of telecommunications firm Telefonica SA suspended its customer service operations and closed its shops over the weekend after three of its employees were shot to death in the Central American nation. The three killings and the wounding of a fourth employee occurred in four separate attacks on Friday.  This is a typical case of extortion in business areas in dangerous parts of the country,  a company representative, who asked not to be named because of safety concerns, told Reuters on Sunday.  For the safety of our employees, we decided to suspend customer service but will restart tomorrow (Monday) and gradually recover normal operation,  the representative said. Local media published the transcripts of two supposed conversations between an employee of Movistar, Telefonica s local unit, and a man attempting to extort $13,600. Police spokesman Pablo Castillo said authorities were investigating the killings. Guatemala is struggling with endemic gang violence, especially from the powerful Mara Salvatrucha, also known as MS-13, and its rival, Calle 18. Movistar has 4 million clients in Guatemala.   ",worldnews
15001,"PANAMA CITY (Reuters) - Panama s President Juan Carlos Varela will travel to China to meet with his counterpart Xi Jinping on Friday, the first official visit by a Panamanian leader to the Asian country  coming five months after the nations established diplomatic relations. The bilateral meeting will serve to  establish a new economic, trade, tourist and diplomatic outlook for the country, leading to more than a dozen agreements that will be signed  between nations, Panama s Foreign Ministry said in a statement. In June, Panama upgraded its commercial ties with China and established full diplomatic links with the second most important customer of its key shipping canal, giving Beijing a major victory as it broke formal relations with Taiwan. The Foreign Ministry said the agreements will provide the basis for attracting investments and Chinese innovation to Panama, and help boost Panamanian exports, tourism and the use of the Panama canal. Varela will inaugurate Panama s first embassy in China. ",worldnews
15002,"BEIRUT (Reuters) - Saad al-Hariri warned on Sunday Lebanon was at risk of Gulf Arab sanctions because of the Shi ite group Hezbollah s regional meddling and said he would return to Lebanon within days to affirm he had resigned as the country s prime minister. In a television interview, the Saudi-allied Hariri held out the possibility he could yet rescind his resignation if Hezbollah agreed to stay out of regional conflicts such as Yemen, his first public comments since he read out his resignation on television from Riyadh eight days ago. He indicated the livelihoods of hundreds of thousands of Lebanese in the Gulf could be at risk, as well as trade, vital to the stability of the Lebanese economy. Hariri said his resignation was intended as a  positive shock  to his country, which he saw in danger. Top Lebanese government officials and senior sources close to Hariri believe Saudi Arabia coerced Hariri into resigning and has put him under effective house arrest since he flew to Saudi Arabia over a week ago.     Ahead of his interview, Lebanese President Michel Aoun said Hariri s movements were being restricted in Saudi Arabia, the first time the Lebanese authorities have publicly declared their belief that Riyadh is holding him against his will. Hariri said he was a free man. The resignation and its aftermath have thrust Lebanon back to the forefront of the conflict between Sunni Saudi Arabia and Shi ite Iran. Aoun refused to accept Hariri s resignation unless he tendered it in person in Lebanon. Hariri, who has not returned to Lebanon since he declared his shock resignation, said he stepped down for the sake of the Lebanese national interest, repeatedly saying the country must stick by a policy of  disassociation  from regional conflict.  I am freely in the Kingdom, and if I want to travel tomorrow, I will travel,  Hariri said of his presence in Saudi Arabia. He said he would return to Lebanon within two or three days. When he resigned on Nov. 4, he said he feared assassination. His father, a long-serving former prime minister, was killed by a bomb in 2005. Hariri said he must be sure his security had not been penetrated before returning. Hariri s eyes welled up with tears at one point in the interview. Asked by the interviewer if he would take more questions, Hariri said no because he was tired.   We know there are American sanctions (targeting Hezbollah), but (do) we add to them also Arab sanctions? What is our interest (in that) as Lebanese, because we see today interventions in Yemen and Bahrain by Iran and Hezbollah,  said Hariri. He added:  Disassociation is the foundation of Lebanon s interest. Where do we export our goods, is it not to the Arab states? Where do our sons work ...?       We must work to preserve this interest, and this interest was threatened, so for this reason I did what I did,  he said. He singled out Yemen, where a Saudi-led alliance is bogged down in a war with Iran-allied Houthi rebels, asking what a Lebanese group was doing there, in reference to Hezbollah. Saudi Arabia has accused Hezbollah of a role in firing a ballistic missile from Yemen towards Riyadh earlier this month. In order for him to go back on his resignation, Hariri said the  the diassociation (policy)  must be respected and regional interventions by Hezbollah halted.  Lebanon cannot bear them,  he said. Hezbollah is Lebanon s most powerful group thanks to a powerful arsenal. It has deployed fighters to Syria in support of President Bashar al-Assad. The group denies a role in the fighting in Yemen but is fiercely supportive of the Houthis in its statements. Hariri s resignation from abroad and the week of silence that followed has destabilized his country, where Sunni, Shi ite, Christian and Druze factions fought a civil war from 1975-1990, often backed by rival powers around the region. After Hariri announced his resignation, Saudi Arabia accused Lebanon of declaring war against it because of Hezbollah. The Hezbollah leader on Friday said it was Saudi Arabia that had declared war on Lebanon. Western countries including the United States and France have reiterated their long-standing policy of support for the Lebanese government since the Saudi declaration that the Beirut government was a hostile party.     Before Hariri s interview, Aoun said Hariri s situation in Saudi Arabia threw doubt over anything that he had said or would say, and his statements could not be considered as an expression of his full free will. Aoun said Hariri was living in  mysterious circumstances  in Riyadh which had  reached the degree of restricting (his) freedom  and  imposing conditions on his residency and on contact with him even by members of his family .     Saudi Arabia has denied Hariri is being held against his will or that he had been forced to resign. It has advised its citizens not to visit Lebanon and those there to leave as soon as possible. ",worldnews
15003,"DUBAI (Reuters) - At least 61 people were killed and 300 injured by a quake in Iran s Kermanshah province on the Iraqi border on Sunday, state television reported. The television quoted an emergency services official as saying that many of the victims were in the town of Sarpol-e Zahab, about 15 km (10 miles) from the border. ",worldnews
15004,"DUBAI (Reuters) - At least 30 people were killed and 200 injured by a quake in Iran s Kermanshah province on the Iraqi border on Sunday, the provincial deputy governor told state television. Mojtaba Nikkerdar told television that the exact numbers of casualties would not be available for several hours. ",worldnews
15005,"TUNIS (Reuters) - A group of 25 refugees have been evacuated from Libya to Niger to have resettlement claims processed, in the first operation of its kind from the North African country, the United Nations said on Sunday. The move is part of efforts to provide protection for refugees and other vulnerable migrants who travel to Libya, often intending to attempt the dangerous sea crossing to Italy.  Many are trapped in smuggling networks or detention centers where they are exposed to a range of abuses including rape and torture that have been widely documented by human rights organizations and U.N. agencies. About 43,000 refugees and asylum seekers registered by U.N. refugee agency UNHCR are now in Libya. It is hard to resettle refugees directly from Libya partly because most countries closed their embassies in Tripoli after fighting escalated there in 2014. The initial group evacuated by air from Tripoli to Niamey on Saturday was made up of 15 women, six men and four children from Eritrea, Ethiopia and Sudan, according to the United Nations.  Today s evacuation symbolizes hope in finding safe solutions for vulnerable refugees in Libya,  Roberto Mignone, the UNHCR representative for Libya, said in a statement.    The operation was the result of a joint initiative by UNHCR and the governments of Libya and Niger, and Niger has agreed to host the group until their claims to be resettled in third countries are dealt with, it said.  We hope to be able to carry out more evacuations in the near future,  said Vincent Cochetel, UNHCR s Special Envoy for the Central Mediterranean. But he said the scheme would remain  limited in scale  as long as commitments to resettle refugees remained  insufficient .  These refugee evacuations can only be part of broader asylum-building and migration management efforts to address the complex movement of migrants and refugees who embark on perilous journeys across the Sahara Desert and the Mediterranean Sea,  he said.   Most migrants traveling through Libya towards Europe come from sub-Saharan African countries. Many fleeing poverty, repression or conflict journey across the desert through Niger, Algeria or Sudan.  The Libya to Italy crossing has become the main migrant route to Europe since an agreement between the EU and Turkey shut down smuggling through Greece last year. More than 600,000 have crossed by boat to Italy since 2014.  European states have pledged tens of millions of euros to Libya, Niger and migrants  countries of origin in an effort to stem the flows. Departures from Libya have dropped since July due to changes in smuggling activity and increased activity by Libya s European-backed coastguard. European policy has drawn criticism from human rights groups that say it traps migrants in Libya, exposing them to further abuse there. UNHCR is seeking to open a refugee transit center in Tripoli early next year to shelter some of the most vulnerable refugees as they await evacuation or resettlement. The International Organization for Migration carries out voluntary repatriations of migrants from Libya, flying home more than 10,600 so far this year. ",worldnews
15006,"LJUBLJANA (Reuters) - Slovenian President Borut Pahor was re-elected for a second term in a runoff vote on Sunday, beating his challenger in a tight race. Pahor had won about 53 percent of the vote, with 99.9 percent of the votes counted, according to the Election Commission, while his opponent, ex-comedian Marjan Sarec, had 47 percent. Turnout was about 42 percent, according to preliminary figures, the lowest for a  presidential election since Slovenia became an independent country in 1991.   I will be the president of all (Slovenians), I will connect people, build upon the things we have in common,  Pahor told reporters after securing another five-year mandate. He had said that he would focus on cooperation, political stability and security. Although the role of the president is mainly ceremonial, the president leads the army and also nominates several top officials, including the central bank governor. Most of his nominations have to be confirmed by parliament.  Pahor, 54, was forced into a second-round run-off after falling short of securing a majority in the first round last month. Sarec, who is mayor of the northern town of Kamnik and represents a party that does not even have seats in parliament, said he was encouraged by the close result even though he lost. However, he refused to say whether his party would run in a general election expected in June next year.  This is a very good result regardless of the final outcome ... and shows that the time for a generation change has arrived,  he told TV Slovenia.  Tomorrow is a new day and then we will see how to proceed,  he said when asked whether his party would run in the general election.  In the first round three weeks ago, Pahor won about 47 percent of the vote among nine candidates, with Sarec coming in second with almost 25 percent. Pahor was a long-serving leader of the center-left Social Democrats but ran for president both times as an independent candidate. He was Slovenian prime minister from 2008 to 2012, the run-up to the worst financial crisis in Slovenia s history. In 2013, the euro zone member only narrowly managed to avoid an international bailout for its banks, burdened by a large amount of bad loans. A former fashion model, Pahor is also known as  the king of the Instagram  for frequently posting photos on social media showing him in various sporting activities as well as his official duties.   Sarec, 39, campaigned arguing that a change of policy was needed to further improve the economy and lift Slovenians  living standards. He is supported by his own center-left party, Lista Marjana Sarca, which has so far only been active at local level. ",worldnews
15007,"LONDON (Reuters) - Forty members of parliament from Prime Minister Theresa May s Conservative Party have agreed to sign a letter of no-confidence in her, the Sunday Times newspaper reported. That is eight short of the number needed to trigger a party leadership contest, the mechanism through which May could be forced from office and replaced by another Conservative. May has been struggling to maintain her authority over her party since a snap election on June 8 which she called thinking she would win by a wide margin but instead resulted in her losing her parliamentary majority. Divided over how to extricate Britain from the European Union and hit by multiple scandals involving ministers, May s government has failed to assert control over a chaotic political situation that is weakening London s hand in Brexit talks. An earlier attempt to unseat May in the wake of her disastrous speech at the annual party conference fizzled out, but many Conservatives remain unhappy with the prime minister s performance and talk of a leadership contest has not gone away. May has lost two cabinet ministers in as many weeks: Michael Fallon stepped down as defense secretary after becoming implicated in a wider scandal about sexual misconduct in parliament, while Priti Patel resigned as aid minister after she was found to have had secret meetings with top Israeli officials. In the event of a leadership contest, if a challenger defeated May he or she would take over as Conservative leader and as prime minister. A national election is not necessary for that to happen. ",worldnews
15008,"ERBIL, Iraq (Reuters) - At least four people died and dozens were wounded after a major earthquake struck large parts of Iraq on Sunday, according to the Kurdistan Regional Government s Health Minister Rekawt Hama Rasheed. The most extensive damage was in the town of Darbandikhan, 75 kilometers (47 miles) east of the city of Sulaimaniyah, and more than 30 people were injured in the town.  The district s main hospital was severely damaged and had no power, Rasheed said, so the injured were being taken to Sulaimaniyah for treatment. ",worldnews
15009,"BARCELONA - Prime Minister Mariano Rajoy urged Catalans to turn out in force in a December election to  restore normality  to a region buffeted by attempts to split from Spain. In his first visit to Barcelona since Madrid imposed direct rule on Catalonia and sacked its separatist leaders, Rajoy said the Dec. 21 election would safeguard the economy and stop companies moving out of the economically important region.  We want a massive turnout to begin a new political era of tranquillity, normality, coexistence and respect,  Rajoy told the Catalan wing of his conservative People s Party (PP).   We must urgently bring back normality to Catalonia ... to reduce social tension and stop damage to the economy.  Despite opposition to the early election imposed by Madrid as a way to resolve the impasse, the two leading pro-independence parties, PDeCAT of deposed leader Carles Puigdemont, and the ERC, have said they will participate.  However, they failed to agree to run on a united ticket, potentially harming the separatist camp s chances of winning a majority in the regional parliament.  The far-left pro-independence CUP party, whose support was key to Puigdemont s government, decided on Sunday to run in the upcoming election. Madrid s imposition of direct rule on Catalonia has widened a rift between political parties both in regional politics and at the municipal level.  On Sunday, the party of Barcelona Mayor Ada Colau voted to break its pact to govern with the Catalan Socialist Party (PSC), citing the latter s support for the application of direct rule. Some 54 percent of Spaniards evaluate positively Madrid s handling of the Catalan crisis, but only 28 percent of Catalans share this view, according to a poll for newspaper El Pais. On Saturday, 750,000 people marched in Barcelona to call for the release of separatist leaders from pre-trial detention. ",worldnews
15010,"ERBIL, Iraq (Reuters) - At least one person died and 50 were wounded after a major earthquake struck large parts of Iraq on Sunday, according to local officials. Health officials said most of the wounded were in Darbandikhan, 75 kilometres (47 miles) east of the major city of Sulaimaniyah in the semi-autonomous Kurdistan region. The earthquake struck along the border with Iran.  ",worldnews
15011,"BEIRUT (Reuters) - British Foreign Secretary Boris Johnson said on Sunday he hopes Saad al-Hariri, who announced last week from Saudi Arabia that he was resigning as prime minister of Lebanon, returns to Beirut  without further delay . In a statement, Johnson said he had spoken with Lebanese foreign minister Gebran Bassil on Sunday and reiterated Britain s support for Lebanon. Johnson said Lebanon  should not be used as tool for proxy conflicts  and its independence should be respected. ",worldnews
15012,"ANKARA (Reuters) - At least six people were killed in an Iranian town on the border with Iraq on Sunday from a powerful earthquake that hit the area, Iranian state television reported. Eight villages were damaged in Iran from the quake, state television reported.  The quake was felt in several Iranian provinces bordering Iraq ... Eight villages were damaged ... Electricity has been cut in some villages and rescue teams have been dispatched to those areas,  TV reported.  State TV said at least six people were killed and many others injured in the town of Qasr-e Shirin.  People were staying out on the streets in towns in the Western Kermanshah province because of the threat from aftershocks, a local Red Crescent official told TV. Many houses in rural parts of the province are made of mud bricks, known to crumble easily in quake-prone Iran. ",worldnews
15013,"BEIRUT (Reuters) - Saad al-Hariri, who announced on Nov. 4 from Saudi Arabia that he was quitting as Lebanon s prime minister, suggested on Sunday he could rescind his resignation. Speaking from Riyadh in an interview with Future TV, a station affiliated with his political party, Hariri said he planned to return to Lebanon to confirm his resignation in accordance with the constitution. But he also said that if he rescinds his decision to quit, the Hezbollah movement must respect Lebanon s policy of staying out of regional conflicts. ",worldnews
